Country,DateFolder,Year,IncidentFolder,IncidentPath,ID,TitleEN,TitleEL,CategoryEN,CategoryEL,EvidenceEN,EvidenceEL,MediaCount
Greece,00-00-2022,2022,"GREECE Personal Number, Biometric IDs, and the State Digital Layer (2022-2026)","Greece/00-00-2022/GREECE Personal Number, Biometric IDs, and the State Digital Layer (2022-2026)",greece_2022_personal_number_biometric_ids_gov_wallet,"GREECE: Personal Number, Biometric IDs, and the State Digital Layer (2022-2026)","ΕΛΛΑΔΑ: Προσωπικός Αριθμός, βιομετρικές ταυτότητες και το κρατικό ψηφιακό στρώμα (2022-2026)",public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
Greece,00-00-2022,2022,Greece Surveillance Reforms After Predatorgate (2022-2026),Greece/00-00-2022/Greece Surveillance Reforms After Predatorgate (2022-2026),greece_2022_surveillance_reforms_after_predator,Greece: Surveillance Reforms After Predatorgate (2022-2026),Ελλάδα: Μεταρρυθμίσεις επιτήρησης μετά το Predatorgate (2022-2026),public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
Greece,00-00-2022,2022,"Kolonos abuse case, child protection, and institutional failure","Greece/00-00-2022/Kolonos abuse case, child protection, and institutional failure",greece_2022_kolonos_abuse_case_child_protection_institutional_failure,"Kolonos abuse case, child protection, and institutional failure","Υπόθεση Κολωνού, προστασία παιδιού και θεσμική αποτυχία",child protection / abuse / justice process,προστασία παιδιού / κακοποίηση / δικαστική διαδικασία,documented criminal case with due-process limits and public controversy,τεκμηριωμένη ποινική υπόθεση με όρια δίκαιης διαδικασίας και δημόσια διαμάχη,2
Greece,00-00-2022,2022,Pispirigou child deaths media trial problem,Greece/00-00-2022/Pispirigou child deaths media trial problem,greece_2022_pispirigou_child_deaths_media_trial_problem,Pispirigou child deaths media trial problem,Pispirigou child deaths media trial problem,crime / media ethics,crime / media ethics,documented criminal case with media controversy,documented criminal case with media controversy,2
Greece,00-00-2022,2022,Predatorgate institutional reform gap,Greece/00-00-2022/Predatorgate institutional reform gap,greece_2022_predatorgate_institutional_reform_gap,Predatorgate institutional reform gap,Predatorgate institutional reform gap,spyware / rule of law,spyware / rule of law,μικτό: τεκμηριωμένο γεγονός με αμφισβητούμενες πολιτικές ερμηνείες,μικτό: τεκμηριωμένο γεγονός με αμφισβητούμενες πολιτικές ερμηνείες,2
Greece,00-00-2022,2022,Predatorgate spyware and state trust,Greece/00-00-2022/Predatorgate spyware and state trust,greece_2022_predatorgate_spyware_state,Predatorgate spyware and state trust,Predatorgate spyware and state trust,surveillance / spyware,surveillance / spyware,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,6
Greece,00-00-2023,2023,"ADAE pressure, surveillance oversight, and rule-of-law trust","Greece/00-00-2023/ADAE pressure, surveillance oversight, and rule-of-law trust",greece_2023_eavesdropping_adae_authority_pressure_rule_of_law,"ADAE pressure, surveillance oversight, and rule-of-law trust","Πίεση στην ΑΔΑΕ, εποπτεία παρακολουθήσεων και εμπιστοσύνη στο κράτος δικαίου",surveillance oversight / independent authorities,εποπτεία παρακολουθήσεων / ανεξάρτητες αρχές,documented public controversy around oversight and institutional pressure,τεκμηριωμένη δημόσια διαμάχη γύρω από εποπτεία και θεσμική πίεση,2
Greece,00-00-2023,2023,"Evros wildfire, border blame, and climate-governance failure","Greece/00-00-2023/Evros wildfire, border blame, and climate-governance failure",greece_2023_evros_wildfire_border_blame_and_climate_failure,"Evros wildfire, border blame, and climate-governance failure","Πυρκαγιά Έβρου, ενοχοποίηση συνόρων και αποτυχία κλιματικής διακυβέρνησης",wildfire / borders / climate governance,πυρκαγιά / σύνορα / κλιματική διακυβέρνηση,documented wildfire disaster with contested blame narratives,τεκμηριωμένη πυρκαγιά με αμφισβητούμενες αφηγήσεις ευθύνης,2
Greece,00-00-2023,2023,Greece 15 Minute Cities Smart Cities And Control Fears 2023 2026,Greece/00-00-2023/Greece 15 Minute Cities Smart Cities And Control Fears 2023 2026,greece_2023_15_minute_cities_smart_cities_control_fears,Greece 15 Minute Cities Smart Cities And Control Fears 2023 2026,Ελλαδα 15 Minute Cities Smart Cities Και Φοβοι Ελεγχου 2023 2026,public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
Greece,00-00-2023,2023,"GREECE — TEMPI TRAIN CRASH, SAFETY FAILURES, AND ACCOUNTABILITY (2023–2026)","Greece/00-00-2023/GREECE — TEMPI TRAIN CRASH, SAFETY FAILURES, AND ACCOUNTABILITY (2023–2026)",greece_2023_tempi_train_crash_safety_failures_accountability,"GREECE — TEMPI: TRAIN CRASH, SAFETY FAILURES, AND ACCOUNTABILITY (2023–2026)","ΕΛΛΆΔΑ — ΤΈΜΠΗ: ΣΙΔΗΡΟΔΡΟΜΙΚΌ ΔΥΣΤΎΧΗΜΑ, ΑΠΟΤΥΧΊΕΣ ΑΣΦΆΛΕΙΑΣ ΚΑΙ ΛΟΓΟΔΟΣΊΑ (2023–2026)",public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,4
Greece,00-00-2023,2023,"Greece Pylos Shipwreck, Coast Guard Accountability, and the Investigation Fight (2023-20","Greece/00-00-2023/Greece Pylos Shipwreck, Coast Guard Accountability, and the Investigation Fight (2023-20",greece_2023_pylos_shipwreck_accountability,"Greece: Pylos Shipwreck, Coast Guard Accountability, and the Investigation Fight (2023-2026)","Ελλάδα: Ναυάγιο της Πύλου, Ευθύνες Λιμενικού και Μάχη για τη Λογοδοσία (2023-2026)",public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,4
Greece,00-00-2023,2023,"Greece Spartans, Kasidiaris, and the Attempted Post-Golden-Dawn Political Workaround (20","Greece/00-00-2023/Greece Spartans, Kasidiaris, and the Attempted Post-Golden-Dawn Political Workaround (20",greece_2023_spartans_golden_dawn_bypass,"Greece: Spartans, Kasidiaris, and the Attempted Post-Golden-Dawn Political Workaround (2023-2025)","Ελλάδα: Spartans, Κασιδιάρης και η Απόπειρα Παράκαμψης της Απαγόρευσης της Golden Dawn (2023-2025)",public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
Greece,00-00-2023,2023,"GREECE SPORTS VIOLENCE, CRIMINAL NETWORKS, AND THE STATE RESPONSE (2023-2025)","Greece/00-00-2023/GREECE SPORTS VIOLENCE, CRIMINAL NETWORKS, AND THE STATE RESPONSE (2023-2025)",greece_2023_sports_violence_crime_networks_state_response,"GREECE: SPORTS VIOLENCE, CRIMINAL NETWORKS, AND THE STATE RESPONSE (2023-2025)","ΕΛΛΑΔΑ: ΟΠΑΔΙΚΗ ΒΙΑ, ΕΓΚΛΗΜΑΤΙΚΑ ΔΙΚΤΥΑ ΚΑΙ Η ΚΡΑΤΙΚΗ ΑΝΤΙΔΡΑΣΗ (2023-2025)",public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
Greece,00-00-2023,2023,"Greece youth violence, bullying, digital addiction, and the search for control tools (2023-2026)","Greece/00-00-2023/Greece youth violence, bullying, digital addiction, and the search for control tools (2023-2026)",greece_2023_youth_violence_bullying_stabbings,"GREECE: YOUTH VIOLENCE, BULLYING, DIGITAL ADDICTION, AND THE SEARCH FOR CONTROL TOOLS (2023-2026)","ΕΛΛΑΔΑ: ΝΕΑΝΙΚΗ ΒΙΑ, BULLYING, ΨΗΦΙΑΚΟΣ ΕΘΙΣΜΟΣ ΚΑΙ Η ΑΝΑΖΗΤΗΣΗ ΕΡΓΑΛΕΙΩΝ ΕΛΕΓΧΟΥ (2023-2026)",public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
Greece,00-00-2023,2023,"Nea Anchialos Ammunition Blasts Wildfires, Military Storage and Civil Protection Failure","Greece/00-00-2023/Nea Anchialos Ammunition Blasts Wildfires, Military Storage and Civil Protection Failure",greece_2023_nea_anchialos_ammunition_blasts_wildfires_military_storage_civil_prote,"Nea Anchialos Ammunition Blasts: Wildfires, Military Storage and Civil Protection Failure","Εκρήξεις Νέας Αγχιάλου: Πυρκαγιές, Πυρομαχικά και Πολιτική Προστασία",military safety / wildfires,στρατιωτική ασφάλεια / πυρκαγιές,documented case or documented public controversy with unresolved interpretation,τεκμηριωμένη υπόθεση ή δημόσια διαμάχη με ανοιχτή ερμηνεία,2
Greece,00-00-2023,2023,"Pylos shipwreck, rescue duty, and evidence gaps — PROOF DOSSIER","Greece/00-00-2023/Pylos shipwreck, rescue duty, and evidence gaps — PROOF DOSSIER",greece_2023_pylos_shipwreck_rescue_duty_evidence_gaps,"Pylos shipwreck, rescue duty, and evidence gaps — PROOF DOSSIER","Ναυάγιο της Πύλου, υποχρέωση διάσωσης και κενά τεκμηρίωσης — ΦΑΚΕΛΟΣ ΑΠΟΔΕΙΞΕΩΝ",migration / maritime disaster,μετανάστευση / ναυτική καταστροφή,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
Greece,00-00-2023,2023,Sports fan violence and organized crime networks,Greece/00-00-2023/Sports fan violence and organized crime networks,greece_2023_sports_fan_violence_organized_crime_networks,Sports fan violence and organized crime networks,Sports fan violence and organized crime networks,public safety / mafia,public safety / mafia,μικτό: τεκμηριωμένο γεγονός με αμφισβητούμενες πολιτικές ερμηνείες,μικτό: τεκμηριωμένο γεγονός με αμφισβητούμενες πολιτικές ερμηνείες,2
